pump_id,timestamp,vibration_rms_g,vibration_peak_freq_hz,temperature_c,acoustic_level_db,current_draw_a,vibration_rms_roll_mean_6h,vibration_rms_roll_std_6h,RUL_days,right_censored,failure_mode_label,anomaly_label,data_split
PUMP_04,2026-04-13 08:00:00,0.1588,49.0,34.69,56.66,4.109,0.1656,0.0102,41.67,False,Normal,0,train
PUMP_04,2026-04-13 09:00:00,0.1213,49.16,33.97,56.84,3.939,0.1602,0.0207,41.62,False,Normal,0,train
PUMP_04,2026-04-13 10:00:00,0.1346,47.8,34.29,57.61,4.01,0.1545,0.0225,41.58,False,Normal,0,train
PUMP_04,2026-04-13 11:00:00,0.1587,50.24,33.32,56.83,4.033,0.1513,0.0197,41.54,False,Normal,0,train
PUMP_04,2026-04-13 12:00:00,0.1228,51.16,32.16,58.73,3.991,0.1454,0.0223,41.5,False,Normal,0,train
PUMP_04,2026-04-13 13:00:00,0.1274,52.35,34.02,56.26,3.997,0.1373,0.0173,41.46,False,Normal,0,train
PUMP_04,2026-04-13 14:00:00,0.1221,51.19,33.2,57.49,3.898,0.1312,0.0144,41.42,False,Normal,0,train
PUMP_04,2026-04-13 15:00:00,0.1398,51.12,34.52,57.41,3.969,0.1342,0.0138,41.38,False,Normal,0,train
PUMP_04,2026-04-13 16:00:00,0.1449,51.75,34.56,59.19,3.974,0.1359,0.0145,41.33,False,Normal,0,train
PUMP_04,2026-04-13 17:00:00,0.1147,49.77,34.19,57.94,3.952,0.1286,0.0115,41.29,False,Normal,0,train
PUMP_04,2026-04-13 18:00:00,0.1513,47.99,33.5,56.39,4.111,0.1334,0.0142,41.25,False,Normal,0,train
PUMP_04,2026-04-13 19:00:00,0.1405,51.17,33.99,58.36,4.154,0.1356,0.0141,41.21,False,Normal,0,train
PUMP_04,2026-04-13 20:00:00,0.1215,48.93,34.33,56.89,4.079,0.1354,0.0142,41.17,False,Normal,0,train
PUMP_04,2026-04-13 21:00:00,0.1435,49.87,34.24,56.57,4.121,0.1361,0.0145,41.12,False,Normal,0,train
PUMP_04,2026-04-13 22:00:00,0.1336,48.48,33.45,59.33,3.949,0.1342,0.0139,41.08,False,Normal,0,train
PUMP_04,2026-04-13 23:00:00,0.1358,51.73,32.87,57.48,3.983,0.1377,0.0101,41.04,False,Normal,0,train
PUMP_04,2026-04-14 00:00:00,0.131,51.28,34.23,58.59,3.931,0.1343,0.0078,41.0,False,Normal,0,train
PUMP_04,2026-04-14 01:00:00,0.1523,47.9,33.99,57.43,4.009,0.1363,0.0106,40.96,False,Normal,0,train
PUMP_04,2026-04-14 02:00:00,0.1512,50.15,34.34,58.3,3.929,0.1412,0.0092,40.92,False,Normal,0,train
PUMP_04,2026-04-14 03:00:00,0.1531,51.56,33.99,59.68,3.915,0.1428,0.0104,40.88,False,Normal,0,train
PUMP_04,2026-04-14 04:00:00,0.1567,49.81,33.9,58.23,3.781,0.1467,0.0106,40.83,False,Normal,0,train
PUMP_04,2026-04-14 05:00:00,0.1632,49.98,33.89,57.57,4.037,0.1512,0.0108,40.79,False,Normal,0,train
PUMP_04,2026-04-14 06:00:00,0.157,51.45,33.81,56.42,4.094,0.1556,0.0044,40.75,False,Normal,0,train
PUMP_04,2026-04-14 07:00:00,0.1298,49.6,35.44,59.07,4.086,0.1518,0.0116,40.71,False,Normal,0,train
PUMP_04,2026-04-14 08:00:00,0.1579,49.87,33.86,58.58,4.061,0.153,0.0118,40.67,False,Normal,0,train
PUMP_04,2026-04-14 09:00:00,0.1425,51.18,33.8,58.39,4.066,0.1512,0.0125,40.62,False,Normal,0,train
PUMP_04,2026-04-14 10:00:00,0.1718,48.49,34.43,57.9,3.975,0.1537,0.0151,40.58,False,Normal,0,train
PUMP_04,2026-04-14 11:00:00,0.159,48.97,34.27,59.35,3.874,0.153,0.0147,40.54,False,Normal,0,train
PUMP_04,2026-04-14 12:00:00,0.1648,47.43,34.05,57.47,3.914,0.1543,0.0154,40.5,False,Normal,0,train
PUMP_04,2026-04-14 13:00:00,0.1392,53.01,33.49,58.66,3.976,0.1559,0.0127,40.46,False,Normal,0,train
PUMP_04,2026-04-14 14:00:00,0.1583,50.18,33.21,60.18,3.826,0.1559,0.0127,40.42,False,Normal,0,train
PUMP_04,2026-04-14 15:00:00,0.1261,51.58,33.97,58.1,4.045,0.1532,0.0171,40.38,False,Normal,0,train
PUMP_04,2026-04-14 16:00:00,0.141,48.21,33.88,57.6,4.033,0.1481,0.0149,40.33,False,Normal,0,train
PUMP_04,2026-04-14 17:00:00,0.1267,51.86,33.7,57.33,4.043,0.1427,0.016,40.29,False,Normal,0,train
PUMP_04,2026-04-14 18:00:00,0.1489,49.56,34.48,57.32,4.073,0.14,0.0125,40.25,False,Normal,0,train
PUMP_04,2026-04-14 19:00:00,0.1661,52.07,34.55,58.04,3.856,0.1445,0.0164,40.21,False,Normal,0,train
PUMP_04,2026-04-14 20:00:00,0.1466,49.7,34.69,59.99,3.937,0.1426,0.0151,40.17,False,Normal,0,train
PUMP_04,2026-04-14 21:00:00,0.1205,48.37,33.38,58.52,3.907,0.1416,0.0164,40.12,False,Normal,0,train
PUMP_04,2026-04-14 22:00:00,0.1348,51.63,34.62,58.25,3.954,0.1406,0.0166,40.08,False,Normal,0,train
PUMP_04,2026-04-14 23:00:00,0.1933,50.09,32.86,58.17,3.943,0.1517,0.0254,40.04,False,Normal,0,train
PUMP_04,2026-04-15 00:00:00,0.1623,48.24,33.97,56.14,3.827,0.1539,0.0257,40.0,False,Normal,0,train
PUMP_04,2026-04-15 01:00:00,0.141,47.53,34.52,57.88,4.055,0.1498,0.0254,39.96,False,Normal,0,train
PUMP_04,2026-04-15 02:00:00,0.1688,50.62,33.38,56.89,4.108,0.1534,0.0264,39.92,False,Normal,0,train
PUMP_04,2026-04-15 03:00:00,0.1589,49.96,33.2,59.81,3.941,0.1599,0.0209,39.88,False,Normal,0,train
PUMP_04,2026-04-15 04:00:00,0.198,50.31,33.97,56.95,3.949,0.1704,0.0217,39.83,False,Normal,0,train
PUMP_04,2026-04-15 05:00:00,0.1607,50.35,34.99,56.4,4.067,0.165,0.0187,39.79,False,Normal,0,train
PUMP_04,2026-04-15 06:00:00,0.1562,49.79,35.02,55.93,3.994,0.1639,0.019,39.75,False,Normal,0,train
PUMP_04,2026-04-15 07:00:00,0.1586,50.57,34.7,57.07,4.045,0.1669,0.0159,39.71,False,Normal,0,train
PUMP_04,2026-04-15 08:00:00,0.1528,51.08,33.4,54.51,3.919,0.1642,0.0168,39.67,False,Normal,0,train
PUMP_04,2026-04-15 09:00:00,0.1463,49.78,34.0,58.22,4.049,0.1621,0.0183,39.62,False,Normal,0,train
PUMP_04,2026-04-15 10:00:00,0.1381,50.78,35.34,58.28,4.032,0.1521,0.0085,39.58,False,Normal,0,train
PUMP_04,2026-04-15 11:00:00,0.1454,50.86,34.54,56.69,3.964,0.1496,0.0077,39.54,False,Normal,0,train
PUMP_04,2026-04-15 12:00:00,0.1615,51.6,33.07,59.04,3.996,0.1504,0.0088,39.5,False,Normal,0,train
PUMP_04,2026-04-15 13:00:00,0.1436,46.65,34.48,57.8,3.83,0.148,0.0082,39.46,False,Normal,0,train
PUMP_04,2026-04-15 14:00:00,0.1363,49.36,33.56,57.82,3.978,0.1452,0.0089,39.42,False,Normal,0,train
PUMP_04,2026-04-15 15:00:00,0.123,50.83,33.83,59.04,4.002,0.1413,0.0127,39.38,False,Normal,0,train
PUMP_04,2026-04-15 16:00:00,0.1519,53.14,34.45,59.36,3.967,0.1436,0.0132,39.33,False,Normal,0,train
PUMP_04,2026-04-15 17:00:00,0.1645,51.77,33.78,56.78,3.932,0.1468,0.0158,39.29,False,Normal,0,train
PUMP_04,2026-04-15 18:00:00,0.1273,51.8,33.69,56.27,4.11,0.1411,0.0156,39.25,False,Normal,0,train
PUMP_04,2026-04-15 19:00:00,0.1308,53.99,34.65,57.54,4.099,0.139,0.016,39.21,False,Normal,0,train
PUMP_04,2026-04-15 20:00:00,0.1275,49.87,34.45,59.86,4.003,0.1375,0.0167,39.17,False,Normal,0,train
PUMP_04,2026-04-15 21:00:00,0.1552,53.11,34.2,57.07,4.029,0.1429,0.0163,39.12,False,Normal,0,train
PUMP_04,2026-04-15 22:00:00,0.1606,51.02,35.27,59.16,3.855,0.1443,0.0176,39.08,False,Normal,0,train
PUMP_04,2026-04-15 23:00:00,0.1497,48.53,34.13,56.83,3.91,0.1418,0.015,39.04,False,Normal,0,train
PUMP_04,2026-04-16 00:00:00,0.1322,47.43,34.2,57.82,3.963,0.1427,0.0142,39.0,False,Normal,0,train
PUMP_04,2026-04-16 01:00:00,0.1584,49.66,33.81,57.31,3.915,0.1473,0.0141,38.96,False,Normal,0,train
PUMP_04,2026-04-16 02:00:00,0.1585,50.99,33.42,58.49,4.08,0.1524,0.0106,38.92,False,Normal,0,train
PUMP_04,2026-04-16 03:00:00,0.1621,49.6,33.15,58.18,3.95,0.1536,0.0113,38.88,False,Normal,0,train
PUMP_04,2026-04-16 04:00:00,0.143,50.18,34.52,56.93,3.903,0.1506,0.0114,38.83,False,Normal,0,train
PUMP_04,2026-04-16 05:00:00,0.143,52.88,33.73,57.42,4.16,0.1495,0.0119,38.79,False,Normal,0,train
PUMP_04,2026-04-16 06:00:00,0.1356,50.07,35.55,56.72,4.148,0.1501,0.0109,38.75,False,Normal,0,train
PUMP_04,2026-04-16 07:00:00,0.1769,52.95,33.47,58.28,4.059,0.1532,0.0154,38.71,False,Normal,0,train
PUMP_04,2026-04-16 08:00:00,0.1764,51.16,33.55,56.78,3.845,0.1562,0.0181,38.67,False,Normal,0,train
PUMP_04,2026-04-16 09:00:00,0.1328,51.6,34.2,58.11,4.118,0.1513,0.0201,38.62,False,Normal,0,train
PUMP_04,2026-04-16 10:00:00,0.143,49.66,33.39,58.48,4.115,0.1513,0.0201,38.58,False,Normal,0,train
PUMP_04,2026-04-16 11:00:00,0.1407,49.89,33.11,58.79,3.862,0.1509,0.0203,38.54,False,Normal,0,train
PUMP_04,2026-04-16 12:00:00,0.1636,50.03,34.41,58.81,3.819,0.1556,0.0192,38.5,False,Normal,0,train
PUMP_04,2026-04-16 13:00:00,0.1487,49.87,32.69,58.4,3.956,0.1509,0.0162,38.46,False,Normal,0,train
PUMP_04,2026-04-16 14:00:00,0.1681,50.98,34.12,56.7,4.029,0.1495,0.0137,38.42,False,Normal,0,train
PUMP_04,2026-04-16 15:00:00,0.1386,51.94,34.13,56.96,4.114,0.1504,0.0125,38.38,False,Normal,0,train
PUMP_04,2026-04-16 16:00:00,0.1212,53.69,34.56,56.95,3.849,0.1468,0.0173,38.33,False,Normal,0,train
PUMP_04,2026-04-16 17:00:00,0.1293,48.95,34.29,57.92,4.145,0.1449,0.0187,38.29,False,Normal,0,train
PUMP_04,2026-04-16 18:00:00,0.1263,50.0,35.67,59.31,3.866,0.1387,0.0174,38.25,False,Normal,0,train
PUMP_04,2026-04-16 19:00:00,0.1561,51.49,33.78,57.16,4.069,0.1399,0.0185,38.21,False,Normal,0,train
PUMP_04,2026-04-16 20:00:00,0.1702,50.09,33.21,57.63,3.998,0.1403,0.0191,38.17,False,Normal,0,train
PUMP_04,2026-04-16 21:00:00,0.1503,48.06,35.65,59.44,4.1,0.1422,0.0195,38.12,False,Normal,0,train
PUMP_04,2026-04-16 22:00:00,0.1345,51.19,34.06,56.36,4.03,0.1444,0.0173,38.08,False,Normal,0,train
PUMP_04,2026-04-16 23:00:00,0.1513,48.8,33.48,59.83,3.995,0.1481,0.0157,38.04,False,Normal,0,train
PUMP_04,2026-04-17 00:00:00,0.1255,50.29,33.05,58.75,4.055,0.148,0.0159,38.0,False,Normal,0,train
PUMP_04,2026-04-17 01:00:00,0.1496,52.58,33.81,57.16,3.937,0.1469,0.0154,37.96,False,Normal,0,train
PUMP_04,2026-04-17 02:00:00,0.1299,51.06,33.53,57.59,3.99,0.1402,0.0116,37.92,False,Normal,0,train
PUMP_04,2026-04-17 03:00:00,0.1643,50.95,33.54,60.04,3.892,0.1425,0.0149,37.88,False,Normal,0,train
PUMP_04,2026-04-17 04:00:00,0.1562,52.24,32.76,57.4,4.059,0.1461,0.0152,37.83,False,Normal,0,train
PUMP_04,2026-04-17 05:00:00,0.172,49.81,33.78,58.86,4.094,0.1496,0.0186,37.79,False,Normal,0,train
PUMP_04,2026-04-17 06:00:00,0.1711,50.51,34.26,60.45,4.036,0.1572,0.0159,37.75,False,Normal,0,train
PUMP_04,2026-04-17 07:00:00,0.1513,49.73,33.4,57.95,4.018,0.1575,0.0158,37.71,False,Normal,0,train
PUMP_04,2026-04-17 08:00:00,0.1739,51.18,33.74,57.99,3.976,0.1648,0.0093,37.67,False,Normal,0,train
PUMP_04,2026-04-17 09:00:00,0.1393,48.0,33.71,60.65,4.192,0.1606,0.014,37.62,False,Normal,0,train
PUMP_04,2026-04-17 10:00:00,0.1945,48.67,34.05,56.69,3.997,0.167,0.0193,37.58,False,Normal,0,train
PUMP_04,2026-04-17 11:00:00,0.1325,50.05,35.0,57.98,3.875,0.1604,0.0235,37.54,False,Normal,0,train
PUMP_04,2026-04-17 12:00:00,0.1612,50.9,34.13,58.51,4.045,0.1588,0.023,37.5,False,Normal,0,train
PUMP_04,2026-04-17 13:00:00,0.1661,52.86,33.31,56.15,4.004,0.1612,0.0228,37.46,False,Normal,0,train
PUMP_04,2026-04-17 14:00:00,0.1477,48.66,33.93,56.61,4.166,0.1569,0.0224,37.42,False,Normal,0,train
PUMP_04,2026-04-17 15:00:00,0.1274,49.9,34.21,57.31,3.999,0.1549,0.0247,37.38,False,Normal,0,train
PUMP_04,2026-04-17 16:00:00,0.1297,50.38,33.27,58.49,3.891,0.1441,0.0168,37.33,False,Normal,0,train
PUMP_04,2026-04-17 17:00:00,0.125,48.28,33.45,57.42,4.136,0.1428,0.0181,37.29,False,Normal,0,train
PUMP_04,2026-04-17 18:00:00,0.1399,48.88,33.44,57.9,4.024,0.1393,0.0157,37.25,False,Normal,0,train
PUMP_04,2026-04-17 19:00:00,0.1522,47.31,33.89,58.94,3.954,0.137,0.0113,37.21,False,Normal,0,train
PUMP_04,2026-04-17 20:00:00,0.1486,50.83,33.77,58.72,4.181,0.1371,0.0115,37.17,False,Normal,0,train
PUMP_04,2026-04-17 21:00:00,0.1438,48.79,32.99,55.54,3.998,0.1399,0.0107,37.12,False,Normal,0,train
PUMP_04,2026-04-17 22:00:00,0.1241,51.84,33.65,58.22,3.955,0.1389,0.0119,37.08,False,Normal,0,train
PUMP_04,2026-04-17 23:00:00,0.1729,50.63,33.98,58.66,4.076,0.1469,0.016,37.04,False,Normal,0,train
PUMP_04,2026-04-18 00:00:00,0.1474,49.71,34.64,57.9,4.077,0.1482,0.0157,37.0,False,Normal,0,train
PUMP_04,2026-04-18 01:00:00,0.1469,48.87,33.2,58.63,4.073,0.1473,0.0155,36.96,False,Normal,0,train
PUMP_04,2026-04-18 02:00:00,0.1585,50.58,33.45,58.92,4.108,0.1489,0.0162,36.92,False,Normal,0,train
PUMP_04,2026-04-18 03:00:00,0.1322,49.62,33.32,58.39,3.848,0.147,0.0176,36.88,False,Normal,0,train
PUMP_04,2026-04-18 04:00:00,0.1578,50.81,33.02,57.88,4.067,0.1526,0.0138,36.83,False,Normal,0,train
PUMP_04,2026-04-18 05:00:00,0.1565,51.73,32.41,58.3,4.007,0.1499,0.0101,36.79,False,Normal,0,train
PUMP_04,2026-04-18 06:00:00,0.1574,48.86,34.27,55.21,4.011,0.1516,0.0104,36.75,False,Normal,0,train
PUMP_04,2026-04-18 07:00:00,0.178,49.35,34.07,59.69,3.96,0.1567,0.0146,36.71,False,Normal,0,train
PUMP_04,2026-04-18 08:00:00,0.1399,51.92,34.25,59.59,3.966,0.1536,0.016,36.67,False,Normal,0,train
PUMP_04,2026-04-18 09:00:00,0.1565,52.09,34.16,59.5,3.98,0.1577,0.0121,36.62,False,Normal,0,train
PUMP_04,2026-04-18 10:00:00,0.1458,48.55,33.73,58.15,4.011,0.1557,0.013,36.58,False,Normal,0,train
PUMP_04,2026-04-18 11:00:00,0.1494,48.74,33.61,58.69,3.824,0.1545,0.0133,36.54,False,Normal,0,train
PUMP_04,2026-04-18 12:00:00,0.1625,48.73,34.63,58.17,4.058,0.1554,0.0136,36.5,False,Normal,0,train
PUMP_04,2026-04-18 13:00:00,0.1455,50.36,34.38,58.39,4.078,0.1499,0.0082,36.46,False,Normal,0,train
PUMP_04,2026-04-18 14:00:00,0.1409,47.91,33.92,59.64,4.038,0.1501,0.008,36.42,False,Normal,0,train
PUMP_04,2026-04-18 15:00:00,0.1077,50.05,33.4,55.88,4.047,0.142,0.0183,36.38,False,Normal,0,train
PUMP_04,2026-04-18 16:00:00,0.1531,49.94,34.05,58.53,4.077,0.1432,0.0189,36.33,False,Normal,0,train
PUMP_04,2026-04-18 17:00:00,0.116,49.08,34.11,57.0,4.019,0.1376,0.0214,36.29,False,Normal,0,train
PUMP_04,2026-04-18 18:00:00,0.1329,50.13,33.62,56.62,4.175,0.1327,0.0176,36.25,False,Normal,0,train
PUMP_04,2026-04-18 19:00:00,0.1275,50.13,34.14,57.85,4.0,0.1297,0.0165,36.21,False,Normal,0,train
PUMP_04,2026-04-18 20:00:00,0.1071,49.46,34.35,56.5,4.078,0.124,0.0176,36.17,False,Normal,0,train
PUMP_04,2026-04-18 21:00:00,0.145,52.52,34.26,56.49,3.928,0.1303,0.0173,36.12,False,Normal,0,train
PUMP_04,2026-04-18 22:00:00,0.1387,49.39,34.57,56.01,3.989,0.1279,0.0142,36.08,False,Normal,0,train
PUMP_04,2026-04-18 23:00:00,0.1551,50.06,34.51,57.42,4.089,0.1344,0.0165,36.04,False,Normal,0,train
PUMP_04,2026-04-19 00:00:00,0.1582,49.1,34.62,58.64,3.987,0.1386,0.019,36.0,False,Normal,0,train
PUMP_04,2026-04-19 01:00:00,0.1618,51.46,33.68,58.99,3.955,0.1443,0.0202,35.96,False,Normal,0,train
PUMP_04,2026-04-19 02:00:00,0.1626,48.3,34.47,60.37,4.027,0.1536,0.0097,35.92,False,Normal,0,train
PUMP_04,2026-04-19 03:00:00,0.1645,50.22,34.29,57.51,4.003,0.1568,0.0095,35.88,False,Normal,0,train
PUMP_04,2026-04-19 04:00:00,0.173,48.64,34.49,58.96,3.926,0.1625,0.0061,35.83,False,Normal,0,train
PUMP_04,2026-04-19 05:00:00,0.165,47.43,34.07,58.22,3.969,0.1642,0.0049,35.79,False,Normal,0,train
PUMP_04,2026-04-19 06:00:00,0.1632,49.0,34.29,58.18,4.017,0.165,0.0041,35.75,False,Normal,0,train
PUMP_04,2026-04-19 07:00:00,0.1572,49.05,33.39,58.45,3.806,0.1642,0.0051,35.71,False,Normal,0,train
PUMP_04,2026-04-19 08:00:00,0.1625,50.81,34.28,58.96,4.003,0.1642,0.0051,35.67,False,Normal,0,train
PUMP_04,2026-04-19 09:00:00,0.1649,48.73,34.73,58.57,3.928,0.1643,0.0051,35.62,False,Normal,0,train
PUMP_04,2026-04-19 10:00:00,0.1624,46.89,34.99,57.52,3.979,0.1625,0.0028,35.58,False,Normal,0,train
PUMP_04,2026-04-19 11:00:00,0.1499,47.02,33.93,58.7,3.898,0.16,0.0056,35.54,False,Normal,0,train
PUMP_04,2026-04-19 12:00:00,0.1818,50.24,35.07,57.25,3.971,0.1631,0.0106,35.5,False,Normal,0,train
PUMP_04,2026-04-19 13:00:00,0.1704,50.7,33.9,58.7,4.144,0.1653,0.0105,35.46,False,Normal,0,train
PUMP_04,2026-04-19 14:00:00,0.1327,50.26,34.42,58.14,3.918,0.1604,0.0171,35.42,False,Normal,0,train
PUMP_04,2026-04-19 15:00:00,0.1428,49.36,34.04,55.76,3.947,0.1567,0.0183,35.38,False,Normal,0,train
PUMP_04,2026-04-19 16:00:00,0.1655,50.47,34.76,57.83,3.97,0.1572,0.0185,35.33,False,Normal,0,train
PUMP_04,2026-04-19 17:00:00,0.127,47.23,34.12,59.12,3.829,0.1534,0.0223,35.29,False,Normal,0,train
PUMP_04,2026-04-19 18:00:00,0.1215,46.98,33.64,57.85,3.86,0.1433,0.0204,35.25,False,Normal,0,train
PUMP_04,2026-04-19 19:00:00,0.1805,47.81,34.62,58.27,4.043,0.145,0.0233,35.21,False,Normal,0,train
PUMP_04,2026-04-19 20:00:00,0.134,49.73,33.7,57.43,3.952,0.1452,0.0232,35.17,False,Normal,0,train
PUMP_04,2026-04-19 21:00:00,0.1126,51.17,34.19,57.67,4.143,0.1402,0.0268,35.12,False,Normal,0,train
PUMP_04,2026-04-19 22:00:00,0.1327,48.49,32.98,59.14,3.924,0.1347,0.0238,35.08,False,Normal,0,train
PUMP_04,2026-04-19 23:00:00,0.141,48.66,34.5,57.48,4.148,0.137,0.0235,35.04,False,Normal,0,train
PUMP_04,2026-04-20 00:00:00,0.1621,50.95,32.87,56.62,3.859,0.1438,0.024,35.0,False,Normal,0,train
PUMP_04,2026-04-20 01:00:00,0.1531,49.37,33.7,55.38,3.986,0.1392,0.0173,34.96,False,Normal,0,train
PUMP_04,2026-04-20 02:00:00,0.1338,50.27,33.18,57.09,3.927,0.1392,0.0173,34.92,False,Normal,0,train
PUMP_04,2026-04-20 03:00:00,0.113,50.15,33.33,56.68,4.06,0.1393,0.0172,34.88,False,Normal,0,train
PUMP_04,2026-04-20 04:00:00,0.166,48.13,33.98,56.22,3.946,0.1448,0.0198,34.83,False,Normal,0,train
PUMP_04,2026-04-20 05:00:00,0.1605,52.69,33.6,56.71,3.956,0.1481,0.0206,34.79,False,Normal,0,train
PUMP_04,2026-04-20 06:00:00,0.1781,48.67,34.44,56.81,3.991,0.1508,0.0236,34.75,False,Normal,0,train
PUMP_04,2026-04-20 07:00:00,0.1501,52.85,33.85,56.73,4.203,0.1503,0.0236,34.71,False,Normal,0,train
PUMP_04,2026-04-20 08:00:00,0.1545,50.82,34.1,59.66,4.109,0.1537,0.0222,34.67,False,Normal,0,train
PUMP_04,2026-04-20 09:00:00,0.1489,50.41,33.51,56.02,3.962,0.1597,0.0111,34.62,False,Normal,0,train
PUMP_04,2026-04-20 10:00:00,0.1457,47.76,34.45,58.69,3.922,0.1563,0.0118,34.58,False,Normal,0,train
PUMP_04,2026-04-20 11:00:00,0.1583,50.51,34.11,58.64,3.928,0.1559,0.0117,34.54,False,Normal,0,train
PUMP_04,2026-04-20 12:00:00,0.1431,49.88,34.32,58.74,3.91,0.1501,0.0056,34.5,False,Normal,0,train
PUMP_04,2026-04-20 13:00:00,0.1221,49.66,34.46,57.94,4.081,0.1454,0.0127,34.46,False,Normal,0,train
PUMP_04,2026-04-20 14:00:00,0.1646,48.05,34.52,59.52,3.939,0.1471,0.0147,34.42,False,Normal,0,train
PUMP_04,2026-04-20 15:00:00,0.1461,51.31,34.25,58.0,4.095,0.1466,0.0147,34.38,False,Normal,0,train
PUMP_04,2026-04-20 16:00:00,0.1511,51.38,34.1,57.75,4.095,0.1475,0.0148,34.33,False,Normal,0,train
PUMP_04,2026-04-20 17:00:00,0.1599,47.43,34.66,59.4,3.986,0.1478,0.015,34.29,False,Normal,0,train
PUMP_04,2026-04-20 18:00:00,0.1368,49.1,34.1,57.79,3.88,0.1468,0.0156,34.25,False,Normal,0,train
PUMP_04,2026-04-20 19:00:00,0.1372,49.57,33.75,56.09,4.061,0.1493,0.0115,34.21,False,Normal,0,train
PUMP_04,2026-04-20 20:00:00,0.1251,50.51,34.55,58.6,3.898,0.1427,0.0123,34.17,False,Normal,0,train
PUMP_04,2026-04-20 21:00:00,0.1557,50.21,34.63,59.3,4.0,0.1443,0.0134,34.12,False,Normal,0,train
PUMP_04,2026-04-20 22:00:00,0.1216,49.89,33.97,58.35,4.12,0.1394,0.0156,34.08,False,Normal,0,train
PUMP_04,2026-04-20 23:00:00,0.1503,50.73,34.37,57.57,3.805,0.1378,0.0134,34.04,False,Normal,0,train
PUMP_04,2026-04-21 00:00:00,0.1577,52.8,34.27,58.31,3.977,0.1413,0.0157,34.0,False,Normal,0,train
PUMP_04,2026-04-21 01:00:00,0.1327,49.56,34.05,58.82,3.947,0.1405,0.016,33.96,False,Normal,0,train
PUMP_04,2026-04-21 02:00:00,0.1734,51.55,33.12,56.76,3.962,0.1486,0.0186,33.92,False,Normal,0,train
PUMP_04,2026-04-21 03:00:00,0.1273,52.63,33.34,55.55,3.886,0.1438,0.02,33.88,False,Normal,0,train
PUMP_04,2026-04-21 04:00:00,0.1387,52.29,33.78,57.84,4.166,0.1467,0.0172,33.83,False,Normal,0,train
PUMP_04,2026-04-21 05:00:00,0.1591,50.99,34.02,59.24,4.013,0.1481,0.018,33.79,False,Normal,0,train
PUMP_04,2026-04-21 06:00:00,0.1707,50.98,33.29,56.64,3.836,0.1503,0.02,33.75,False,Normal,0,train
PUMP_04,2026-04-21 07:00:00,0.1391,50.65,32.74,56.46,4.029,0.1514,0.019,33.71,False,Normal,0,train
PUMP_04,2026-04-21 08:00:00,0.1695,52.54,33.94,58.24,4.09,0.1507,0.0182,33.67,False,Normal,0,train
PUMP_04,2026-04-21 09:00:00,0.1693,49.42,34.01,57.72,3.994,0.1577,0.0152,33.62,False,Normal,0,train
PUMP_04,2026-04-21 10:00:00,0.1491,49.44,34.52,57.17,4.13,0.1595,0.013,33.58,False,Normal,0,train
PUMP_04,2026-04-21 11:00:00,0.1545,49.01,35.16,59.4,3.833,0.1587,0.0132,33.54,False,Normal,0,train
PUMP_04,2026-04-21 12:00:00,0.1675,53.66,33.19,57.19,4.091,0.1582,0.0126,33.5,False,Normal,0,train
PUMP_04,2026-04-21 13:00:00,0.1703,52.3,34.2,58.43,3.98,0.1634,0.0092,33.46,False,Normal,0,train
PUMP_04,2026-04-21 14:00:00,0.1373,49.09,35.43,59.01,3.928,0.158,0.0133,33.42,False,Normal,0,train
PUMP_04,2026-04-21 15:00:00,0.1304,48.19,33.21,57.75,4.063,0.1515,0.0159,33.38,False,Normal,0,train
PUMP_04,2026-04-21 16:00:00,0.1389,49.7,33.41,59.01,4.062,0.1498,0.0168,33.33,False,Normal,0,train
PUMP_04,2026-04-21 17:00:00,0.1241,50.11,34.58,58.8,4.121,0.1448,0.0195,33.29,False,Normal,0,train
PUMP_04,2026-04-21 18:00:00,0.1588,50.38,34.11,58.22,4.117,0.1433,0.0177,33.25,False,Normal,0,train
PUMP_04,2026-04-21 19:00:00,0.1477,47.69,34.17,57.55,4.006,0.1395,0.0124,33.21,False,Normal,0,train
PUMP_04,2026-04-21 20:00:00,0.1413,48.89,34.37,59.72,3.871,0.1402,0.0123,33.17,False,Normal,0,train
PUMP_04,2026-04-21 21:00:00,0.1597,51.82,34.44,59.09,3.854,0.1451,0.0134,33.12,False,Normal,0,train
PUMP_04,2026-04-21 22:00:00,0.1566,50.92,34.25,58.89,3.862,0.148,0.0137,33.08,False,Normal,0,train
PUMP_04,2026-04-21 23:00:00,0.162,48.95,34.33,58.07,3.965,0.1543,0.0081,33.04,False,Normal,0,train
PUMP_04,2026-04-22 00:00:00,0.1583,51.45,33.28,57.35,4.02,0.1543,0.008,33.0,False,Normal,0,train
PUMP_04,2026-04-22 01:00:00,0.1738,51.47,34.59,55.68,4.044,0.1586,0.0105,32.96,False,Normal,0,train
PUMP_04,2026-04-22 02:00:00,0.1344,53.34,34.94,58.63,4.046,0.1575,0.0129,32.92,False,Normal,0,train
PUMP_04,2026-04-22 03:00:00,0.1649,49.68,34.67,57.6,3.934,0.1583,0.0132,32.88,False,Normal,0,train
PUMP_04,2026-04-22 04:00:00,0.1822,48.99,34.3,58.27,4.11,0.1626,0.0163,32.83,False,Normal,0,train
PUMP_04,2026-04-22 05:00:00,0.1549,49.78,35.13,60.96,4.129,0.1614,0.0166,32.79,False,Normal,0,train
